FIPS,StateName,CntyName,DeerDensityMax,DeerDensityMode
44001,Rhode Island,Bristol County,2,2
44003,Rhode Island,Kent County,2,2
44005,Rhode Island,Newport County,0,0
44007,Rhode Island,Providence County,2,2
44009,Rhode Island,Washington County,2,2
45001,South Carolina,Abbeville County,4,4
45003,South Carolina,Aiken County,3,2
45005,South Carolina,Allendale County,4,3
45007,South Carolina,Anderson County,3,3
45009,South Carolina,Bamberg County,4,3
45011,South Carolina,Barnwell County,3,2
45013,South Carolina,Beaufort County,3,3
45015,South Carolina,Berkeley County,4,3
45017,South Carolina,Calhoun County,3,3
45019,South Carolina,Charleston County,3,2
45021,South Carolina,Cherokee County,3,2
45023,South Carolina,Chester County,4,4
45025,South Carolina,Chesterfield County,4,4
45027,South Carolina,Clarendon County,3,3
45029,South Carolina,Colleton County,3,3
45031,South Carolina,Darlington County,3,2
45033,South Carolina,Dillon County,2,1
45035,South Carolina,Dorchester County,4,3
45037,South Carolina,Edgefield County,4,2
45039,South Carolina,Fairfield County,4,4
45041,South Carolina,Florence County,3,2
45043,South Carolina,Georgetown County,4,3
45045,South Carolina,Greenville County,3,2
45047,South Carolina,Greenwood County,4,3
45049,South Carolina,Hampton County,4,3
45051,South Carolina,Horry County,3,2
45053,South Carolina,Jasper County,4,3
45055,South Carolina,Kershaw County,4,4
45057,South Carolina,Lancaster County,4,4
45059,South Carolina,Laurens County,4,4
45061,South Carolina,Lee County,3,3
45063,South Carolina,Lexington County,2,1
45065,South Carolina,McCormick County,4,4
45067,South Carolina,Marion County,3,3
45069,South Carolina,Marlboro County,2,2
45071,South Carolina,Newberry County,4,4
45073,South Carolina,Oconee County,2,2
45075,South Carolina,Orangeburg County,4,2
45077,South Carolina,Pickens County,2,2
45079,South Carolina,Richland County,4,2
45081,South Carolina,Saluda County,4,2
45083,South Carolina,Spartanburg County,4,3
45085,South Carolina,Sumter County,3,2
45087,South Carolina,Union County,4,4
45089,South Carolina,Williamsburg County,4,4
45091,South Carolina,York County,4,3
46003,South Dakota,Aurora County,1,1
46005,South Dakota,Beadle County,1,1
46007,South Dakota,Bennett County,1,1
46009,South Dakota,Bon Homme County,2,1
46011,South Dakota,Brookings County,1,1
46013,South Dakota,Brown County,1,1
46015,South Dakota,Brule County,2,1
46017,South Dakota,Buffalo County,1,1
46019,South Dakota,Butte County,2,1
46021,South Dakota,Campbell County,1,1
46023,South Dakota,Charles Mix County,2,1
46025,South Dakota,Clark County,1,1
46027,South Dakota,Clay County,2,1
46029,South Dakota,Codington County,2,2
46031,South Dakota,Corson County,1,1
46033,South Dakota,Custer County,2,2
46035,South Dakota,Davison County,1,1
46037,South Dakota,Day County,2,1
46039,South Dakota,Deuel County,1,1
46041,South Dakota,Dewey County,1,1
46043,South Dakota,Douglas County,1,1
46045,South Dakota,Edmunds County,1,1
46047,South Dakota,Fall River County,1,1
46049,South Dakota,Faulk County,1,1
46051,South Dakota,Grant County,2,1
46053,South Dakota,Gregory County,2,1
46055,South Dakota,Haakon County,1,1
46057,South Dakota,Hamlin County,1,1
46059,South Dakota,Hand County,1,1
46061,South Dakota,Hanson County,1,1
46063,South Dakota,Harding County,1,1
46065,South Dakota,Hughes County,1,1
46067,South Dakota,Hutchinson County,1,1
46069,South Dakota,Hyde County,1,1
46071,South Dakota,Jackson County,1,1
46073,South Dakota,Jerauld County,1,1
46075,South Dakota,Jones County,1,1
46077,South Dakota,Kingsbury County,1,1
46079,South Dakota,Lake County,1,1
46081,South Dakota,Lawrence County,2,2
46083,South Dakota,Lincoln County,2,1
46085,South Dakota,Lyman County,2,1
46087,South Dakota,McCook County,1,1
46089,South Dakota,McPherson County,1,1
46091,South Dakota,Marshall County,1,1
46093,South Dakota,Meade County,2,1
46095,South Dakota,Mellette County,1,1
46097,South Dakota,Miner County,1,1
46099,South Dakota,Minnehaha County,2,1
46101,South Dakota,Moody County,2,1
46103,South Dakota,Pennington County,2,1
46105,South Dakota,Perkins County,1,1
46107,South Dakota,Potter County,1,1
46109,South Dakota,Roberts County,2,1
46111,South Dakota,Sanborn County,1,1
46113,South Dakota,Shannon County,1,1
46115,South Dakota,Spink County,1,1
46117,South Dakota,Stanley County,1,1
46119,South Dakota,Sully County,1,1
46121,South Dakota,Todd County,1,1
46123,South Dakota,Tripp County,1,1
46125,South Dakota,Turner County,1,1
46127,South Dakota,Union County,2,2
46129,South Dakota,Walworth County,1,1
46135,South Dakota,Yankton County,2,2
46137,South Dakota,Ziebach County,1,1
47001,Tennessee,Anderson County,2,1
47003,Tennessee,Bedford County,2,2
47005,Tennessee,Benton County,4,2
47007,Tennessee,Bledsoe County,3,2
47009,Tennessee,Blount County,2,2
47011,Tennessee,Bradley County,3,2
47013,Tennessee,Campbell County,2,2
47015,Tennessee,Cannon County,2,2
47017,Tennessee,Carroll County,2,2
47019,Tennessee,Carter County,2,2
47021,Tennessee,Cheatham County,3,3
47023,Tennessee,Chester County,3,2
47025,Tennessee,Claiborne County,2,2
47027,Tennessee,Clay County,3,3
47029,Tennessee,Cocke County,2,2
47031,Tennessee,Coffee County,2,2
47033,Tennessee,Crockett County,2,1
47035,Tennessee,Cumberland County,3,2
47037,Tennessee,Davidson County,3,2
47039,Tennessee,Decatur County,2,2
47041,Tennessee,DeKalb County,4,2
47043,Tennessee,Dickson County,3,3
47045,Tennessee,Dyer County,1,1
47047,Tennessee,Fayette County,3,3
47049,Tennessee,Fentress County,3,2
47051,Tennessee,Franklin County,3,3
47053,Tennessee,Gibson County,1,1
47055,Tennessee,Giles County,4,4
47057,Tennessee,Grainger County,2,1
47059,Tennessee,Greene County,3,2
47061,Tennessee,Grundy County,2,2
47063,Tennessee,Hamblen County,2,2
47065,Tennessee,Hamilton County,2,2
47067,Tennessee,Hancock County,2,2
47069,Tennessee,Hardeman County,4,4
47071,Tennessee,Hardin County,2,2
47073,Tennessee,Hawkins County,3,3
47075,Tennessee,Haywood County,2,2
47077,Tennessee,Henderson County,3,2
47079,Tennessee,Henry County,4,4
47081,Tennessee,Hickman County,3,3
47083,Tennessee,Houston County,2,2
47085,Tennessee,Humphreys County,3,3
47087,Tennessee,Jackson County,3,3
47089,Tennessee,Jefferson County,2,2
47091,Tennessee,Johnson County,2,2
47093,Tennessee,Knox County,2,1
47095,Tennessee,Lake County,1,1
47097,Tennessee,Lauderdale County,1,1
47099,Tennessee,Lawrence County,3,2
47101,Tennessee,Lewis County,3,3
47103,Tennessee,Lincoln County,4,4
47105,Tennessee,Loudon County,2,1
47107,Tennessee,McMinn County,3,2
47109,Tennessee,McNairy County,2,2
47111,Tennessee,Macon County,3,3
47113,Tennessee,Madison County,3,3
47115,Tennessee,Marion County,2,2
47117,Tennessee,Marshall County,3,3
47119,Tennessee,Maury County,4,3
47121,Tennessee,Meigs County,3,3
47123,Tennessee,Monroe County,2,1
47125,Tennessee,Montgomery County,3,3
47127,Tennessee,Moore County,4,3
47129,Tennessee,Morgan County,2,2
47131,Tennessee,Obion County,2,2
47133,Tennessee,Overton County,3,3
47135,Tennessee,Perry County,3,2
47137,Tennessee,Pickett County,2,2
47139,Tennessee,Polk County,2,1
47141,Tennessee,Putnam County,3,2
47143,Tennessee,Rhea County,3,3
47145,Tennessee,Roane County,2,2
47147,Tennessee,Robertson County,3,2
47149,Tennessee,Rutherford County,3,2
47151,Tennessee,Scott County,2,2
47153,Tennessee,Sequatchie County,2,2
47155,Tennessee,Sevier County,2,2
47157,Tennessee,Shelby County,2,1
47159,Tennessee,Smith County,4,4
47161,Tennessee,Stewart County,4,2
47163,Tennessee,Sullivan County,1,1
47165,Tennessee,Sumner County,3,3
47167,Tennessee,Tipton County,1,1
47169,Tennessee,Trousdale County,4,4
47171,Tennessee,Unicoi County,1,1
47173,Tennessee,Union County,1,1
47175,Tennessee,Van Buren County,2,2
47177,Tennessee,Warren County,2,2
47179,Tennessee,Washington County,1,1
47181,Tennessee,Wayne County,2,2
47183,Tennessee,Weakley County,4,4
47185,Tennessee,White County,2,2
47187,Tennessee,Williamson County,3,3
47189,Tennessee,Wilson County,3,3
48001,Texas,Anderson County,2,2
48003,Texas,Andrews County,0,0
48005,Texas,Angelina County,4,2
48007,Texas,Aransas County,2,2
48009,Texas,Archer County,2,2
48011,Texas,Armstrong County,1,1
48013,Texas,Atascosa County,2,2
48015,Texas,Austin County,1,1
48017,Texas,Bailey County,0,0
48019,Texas,Bandera County,4,4
48021,Texas,Bastrop County,3,1
48023,Texas,Baylor County,1,1
48025,Texas,Bee County,1,1
48027,Texas,Bell County,4,3
48029,Texas,Bexar County,4,4
48031,Texas,Blanco County,4,4
48033,Texas,Borden County,1,1
48035,Texas,Bosque County,4,4
48037,Texas,Bowie County,4,1
48039,Texas,Brazoria County,4,3
48041,Texas,Brazos County,3,3
48043,Texas,Brewster County,1,1
48045,Texas,Briscoe County,1,1
48047,Texas,Brooks County,2,2
48049,Texas,Brown County,4,4
48051,Texas,Burleson County,3,1
48053,Texas,Burnet County,4,4
48055,Texas,Caldwell County,4,1
48057,Texas,Calhoun County,4,4
48059,Texas,Callahan County,3,1
48061,Texas,Cameron County,3,3
48063,Texas,Camp County,1,1
48065,Texas,Carson County,3,1
48067,Texas,Cass County,4,4
48069,Texas,Castro County,0,0
48071,Texas,Chambers County,2,1
48073,Texas,Cherokee County,2,2
48075,Texas,Childress County,1,1
48077,Texas,Clay County,2,2
48079,Texas,Cochran County,0,0
48081,Texas,Coke County,2,2
48083,Texas,Coleman County,2,2
48085,Texas,Collin County,1,1
48087,Texas,Collingsworth County,1,1
48089,Texas,Colorado County,4,3
48091,Texas,Comal County,4,4
48093,Texas,Comanche County,4,4
48095,Texas,Concho County,4,4
48097,Texas,Cooke County,2,2
48099,Texas,Coryell County,4,4
48101,Texas,Cottle County,2,2
48103,Texas,Crane County,1,1
48105,Texas,Crockett County,2,2
48107,Texas,Crosby County,1,1
48109,Texas,Culberson County,1,0
48111,Texas,Dallam County,1,0
48113,Texas,Dallas County,1,1
48115,Texas,Dawson County,1,0
48117,Texas,Deaf Smith County,0,0
48119,Texas,Delta County,3,1
48121,Texas,Denton County,1,1
48123,Texas,DeWitt County,2,2
48125,Texas,Dickens County,1,1
48127,Texas,Dimmit County,2,2
48129,Texas,Donley County,2,2
48131,Texas,Duval County,2,2
48133,Texas,Eastland County,3,2
48135,Texas,Ector County,0,0
48137,Texas,Edwards County,4,4
48139,Texas,Ellis County,2,1
48141,Texas,El Paso County,0,0
48143,Texas,Erath County,4,1
48145,Texas,Falls County,4,1
48147,Texas,Fannin County,2,1
48149,Texas,Fayette County,2,1
48151,Texas,Fisher County,1,1
48153,Texas,Floyd County,1,1
48155,Texas,Foard County,2,1
48157,Texas,Fort Bend County,4,4
48159,Texas,Franklin County,1,1
48161,Texas,Freestone County,4,2
48163,Texas,Frio County,2,2
48165,Texas,Gaines County,0,0
48167,Texas,Galveston County,3,1
48169,Texas,Garza County,1,1
48171,Texas,Gillespie County,4,4
48173,Texas,Glasscock County,2,1
48175,Texas,Goliad County,2,2
48177,Texas,Gonzales County,3,2
48179,Texas,Gray County,2,2
48181,Texas,Grayson County,2,1
48183,Texas,Gregg County,1,1
48185,Texas,Grimes County,3,2
48187,Texas,Guadalupe County,4,3
48189,Texas,Hale County,1,0
48191,Texas,Hall County,1,1
48193,Texas,Hamilton County,4,4
48195,Texas,Hansford County,1,1
48197,Texas,Hardeman County,1,1
48199,Texas,Hardin County,4,4
48201,Texas,Harris County,2,2
48203,Texas,Harrison County,4,1
48205,Texas,Hartley County,1,1
48207,Texas,Haskell County,4,1
48209,Texas,Hays County,4,4
48211,Texas,Hemphill County,3,3
48213,Texas,Henderson County,2,2
48215,Texas,Hidalgo County,2,1
48217,Texas,Hill County,4,2
48219,Texas,Hockley County,0,0
48221,Texas,Hood County,2,1
48223,Texas,Hopkins County,1,1
48225,Texas,Houston County,4,2
48227,Texas,Howard County,1,1
48229,Texas,Hudspeth County,0,0
48231,Texas,Hunt County,1,1
48233,Texas,Hutchinson County,3,1
48235,Texas,Irion County,2,1
48237,Texas,Jack County,3,3
48239,Texas,Jackson County,4,4
48241,Texas,Jasper County,4,2
48243,Texas,Jeff Davis County,1,0
48245,Texas,Jefferson County,4,1
48247,Texas,Jim Hogg County,2,2
48249,Texas,Jim Wells County,1,1
48251,Texas,Johnson County,3,3
48253,Texas,Jones County,4,1
48255,Texas,Karnes County,2,1
48257,Texas,Kaufman County,1,1
48259,Texas,Kendall County,4,4
48261,Texas,Kenedy County,2,2
48263,Texas,Kent County,1,1
48265,Texas,Kerr County,4,4
48267,Texas,Kimble County,4,4
48269,Texas,King County,2,1
48271,Texas,Kinney County,4,3
48273,Texas,Kleberg County,3,2
48275,Texas,Knox County,1,1
48277,Texas,Lamar County,3,3
48279,Texas,Lamb County,0,0
48281,Texas,Lampasas County,4,4
48283,Texas,La Salle County,2,2
48285,Texas,Lavaca County,4,4
48287,Texas,Lee County,2,1
48289,Texas,Leon County,4,4
48291,Texas,Liberty County,4,1
48293,Texas,Limestone County,4,4
48295,Texas,Lipscomb County,3,1
48297,Texas,Live Oak County,2,1
48299,Texas,Llano County,4,4
48301,Texas,Loving County,1,0
48303,Texas,Lubbock County,1,0
48305,Texas,Lynn County,1,0
48307,Texas,McCulloch County,4,3
48309,Texas,McLennan County,4,1
48311,Texas,McMullen County,2,2
48313,Texas,Madison County,4,1
48315,Texas,Marion County,4,4
48317,Texas,Martin County,1,0
48319,Texas,Mason County,4,4
48321,Texas,Matagorda County,4,4
48323,Texas,Maverick County,3,2
48325,Texas,Medina County,4,2
48327,Texas,Menard County,4,4
48329,Texas,Midland County,1,1
48331,Texas,Milam County,3,1
48333,Texas,Mills County,4,4
48335,Texas,Mitchell County,2,1
48337,Texas,Montague County,2,2
48339,Texas,Montgomery County,2,2
48341,Texas,Moore County,1,1
48343,Texas,Morris County,1,1
48345,Texas,Motley County,1,1
48347,Texas,Nacogdoches County,3,3
48349,Texas,Navarro County,2,2
48351,Texas,Newton County,2,2
48353,Texas,Nolan County,2,2
48355,Texas,Nueces County,3,3
48357,Texas,Ochiltree County,4,1
48359,Texas,Oldham County,0,0
48361,Texas,Orange County,2,1
48363,Texas,Palo Pinto County,3,2
48365,Texas,Panola County,3,3
48367,Texas,Parker County,3,2
48369,Texas,Parmer County,0,0
48371,Texas,Pecos County,2,1
48373,Texas,Polk County,4,3
48375,Texas,Potter County,1,1
48377,Texas,Presidio County,1,0
48379,Texas,Rains County,1,1
48381,Texas,Randall County,1,1
48383,Texas,Reagan County,2,1
48385,Texas,Real County,4,4
48387,Texas,Red River County,2,1
48389,Texas,Reeves County,1,1
48391,Texas,Refugio County,3,2
48393,Texas,Roberts County,4,3
48395,Texas,Robertson County,4,1
48397,Texas,Rockwall County,1,1
48399,Texas,Runnels County,2,2
48401,Texas,Rusk County,1,1
48403,Texas,Sabine County,1,1
48405,Texas,San Augustine County,3,1
48407,Texas,San Jacinto County,3,2
48409,Texas,San Patricio County,1,1
48411,Texas,San Saba County,4,4
48413,Texas,Schleicher County,4,4
48415,Texas,Scurry County,1,1
48417,Texas,Shackelford County,3,2
48419,Texas,Shelby County,3,2
48421,Texas,Sherman County,2,0
48423,Texas,Smith County,1,1
48425,Texas,Somervell County,1,1
48427,Texas,Starr County,2,1
48429,Texas,Stephens County,3,3
48431,Texas,Sterling County,2,2
48433,Texas,Stonewall County,1,1
48435,Texas,Sutton County,4,4
48437,Texas,Swisher County,0,0
48439,Texas,Tarrant County,2,1
48441,Texas,Taylor County,2,2
48443,Texas,Terrell County,2,1
48445,Texas,Terry County,0,0
48447,Texas,Throckmorton County,2,2
48449,Texas,Titus County,1,1
48451,Texas,Tom Green County,4,2
48453,Texas,Travis County,4,3
48455,Texas,Trinity County,4,4
48457,Texas,Tyler County,4,4
48459,Texas,Upshur County,1,1
48461,Texas,Upton County,1,1
48463,Texas,Uvalde County,4,3
48465,Texas,Val Verde County,4,2
48467,Texas,Van Zandt County,1,1
48469,Texas,Victoria County,3,3
48471,Texas,Walker County,2,2
48473,Texas,Waller County,2,1
48475,Texas,Ward County,1,0
48477,Texas,Washington County,2,1
48479,Texas,Webb County,2,2
48481,Texas,Wharton County,4,3
48483,Texas,Wheeler County,2,2
48485,Texas,Wichita County,2,2
48487,Texas,Wilbarger County,1,1
48489,Texas,Willacy County,2,2
48491,Texas,Williamson County,4,2
48493,Texas,Wilson County,4,1
48495,Texas,Winkler County,0,0
48497,Texas,Wise County,1,1
48499,Texas,Wood County,1,1
48501,Texas,Yoakum County,0,0
48503,Texas,Young County,3,2
48505,Texas,Zapata County,2,1
48507,Texas,Zavala County,3,2
49001,Utah,Beaver County,0,0
49003,Utah,Box Elder County,0,0
49005,Utah,Cache County,0,0
49007,Utah,Carbon County,0,0
49009,Utah,Daggett County,0,0
49011,Utah,Davis County,0,0
49013,Utah,Duchesne County,0,0
49015,Utah,Emery County,0,0
49017,Utah,Garfield County,0,0
49019,Utah,Grand County,0,0
49021,Utah,Iron County,0,0
49023,Utah,Juab County,0,0
49025,Utah,Kane County,0,0
49027,Utah,Millard County,0,0
49029,Utah,Morgan County,0,0
49031,Utah,Piute County,0,0
49033,Utah,Rich County,0,0
49035,Utah,Salt Lake County,0,0
49037,Utah,San Juan County,0,0
49039,Utah,Sanpete County,0,0
49041,Utah,Sevier County,0,0
49043,Utah,Summit County,0,0
49045,Utah,Tooele County,0,0
49047,Utah,Uintah County,0,0
49049,Utah,Utah County,0,0
49051,Utah,Wasatch County,0,0
49053,Utah,Washington County,0,0
49055,Utah,Wayne County,0,0
49057,Utah,Weber County,0,0
50001,Vermont,Addison County,3,2
50003,Vermont,Bennington County,1,1
50005,Vermont,Caledonia County,2,1
50007,Vermont,Chittenden County,3,2
50009,Vermont,Essex County,1,1
50011,Vermont,Franklin County,3,2
50013,Vermont,Grand Isle County,3,3
50015,Vermont,Lamoille County,2,2
50017,Vermont,Orange County,2,2
50019,Vermont,Orleans County,2,2
50021,Vermont,Rutland County,3,1
50023,Vermont,Washington County,2,2
50025,Vermont,Windham County,2,2
50027,Vermont,Windsor County,2,2
51001,Virginia,Accomack County,3,3
51003,Virginia,Albemarle County,3,3
51005,Virginia,Alleghany Cnty and Clifton Forge Cty,3,3
51007,Virginia,Amelia County,3,3
51009,Virginia,Amherst County,3,3
51011,Virginia,Appomattox County,3,2
51013,Virginia,Arlington County,4,4
51015,Virginia,Augusta County,4,2
51017,Virginia,Bath County,4,3
51019,Virginia,Bedford County,3,3
51021,Virginia,Bland County,3,3
51023,Virginia,Botetourt County,3,3
51025,Virginia,Brunswick County,2,2
51027,Virginia,Buchanan County,1,1
51029,Virginia,Buckingham County,3,2
51031,Virginia,Campbell County,3,2
51033,Virginia,Caroline County,3,3
51035,Virginia,Carroll County,3,2
51036,Virginia,Charles City County,3,3
51037,Virginia,Charlotte County,2,2
51041,Virginia,Chesterfield County,3,2
51043,Virginia,Clarke County,4,4
51045,Virginia,Craig County,3,3
51047,Virginia,Culpeper County,4,3
51049,Virginia,Cumberland County,3,3
51051,Virginia,Dickenson County,1,1
51053,Virginia,Dinwiddie County,2,2
51057,Virginia,Essex County,2,2
51059,Virginia,Fairfax County,4,4
51061,Virginia,Fauquier County,4,4
51063,Virginia,Floyd County,3,3
51065,Virginia,Fluvanna County,3,3
51067,Virginia,Franklin County,3,3
51069,Virginia,Frederick County,4,4
51071,Virginia,Giles County,4,4
51073,Virginia,Gloucester County,3,3
51075,Virginia,Goochland County,3,3
51077,Virginia,Grayson County,4,4
51079,Virginia,Greene County,2,2
51081,Virginia,Greensville County,2,2
51083,Virginia,Halifax County with South Boston City,2,2
51085,Virginia,Hanover County,2,2
51087,Virginia,Henrico County,3,3
51089,Virginia,Henry County,3,3
51091,Virginia,Highland County,4,4
51093,Virginia,Isle of Wight County,3,2
51095,Virginia,James City County,3,3
51097,Virginia,King and Queen County,2,2
51099,Virginia,King George County,3,3
51101,Virginia,King William County,2,2
51103,Virginia,Lancaster County,0,0
51105,Virginia,Lee County,2,2
51107,Virginia,Loudoun County,4,4
51109,Virginia,Louisa County,3,2
51111,Virginia,Lunenburg County,2,2
51113,Virginia,Madison County,3,3
51115,Virginia,Mathews County,3,3
51117,Virginia,Mecklenburg County,2,2
51119,Virginia,Middlesex County,3,3
51121,Virginia,Montgomery County,3,3
51125,Virginia,Nelson County,3,3
51127,Virginia,New Kent County,3,3
51131,Virginia,Northampton County,3,3
51133,Virginia,Northumberland County,0,0
51135,Virginia,Nottoway County,3,2
51137,Virginia,Orange County,3,2
51139,Virginia,Page County,3,3
51141,Virginia,Patrick County,2,2
51143,Virginia,Pittsylvania County,3,2
51145,Virginia,Powhatan County,3,3
51147,Virginia,Prince Edward County,3,2
51149,Virginia,Prince George County,3,3
51153,Virginia,Prince William County,3,3
51155,Virginia,Pulaski County,3,3
51157,Virginia,Rappahannock County,4,4
51159,Virginia,Richmond County,2,2
51161,Virginia,Roanoke County,3,2
51163,Virginia,Rockbridge County,3,3
51165,Virginia,Rockingham County,3,3
51167,Virginia,Russell County,2,2
51169,Virginia,Scott County,3,3
51171,Virginia,Shenandoah County,4,4
51173,Virginia,Smyth County,2,2
51175,Virginia,Southampton County,3,3
51177,Virginia,Spotsylvania County,2,2
51179,Virginia,Stafford County,2,2
51181,Virginia,Surry County,3,3
51183,Virginia,Sussex County,2,2
51185,Virginia,Tazewell County,2,2
51187,Virginia,Warren County,4,4
51191,Virginia,Washington County,2,2
51193,Virginia,Westmoreland County,2,0
51195,Virginia,Wise County,1,1
51197,Virginia,Wythe County,3,3
51199,Virginia,York County,3,3
51510,Virginia,Alexandria City,4,4
51515,Virginia,Bedford City,3,3
51520,Virginia,Bristol City,2,2
51530,Virginia,Buena Vista City,3,3
51540,Virginia,Charlottesville City,2,2
51550,Virginia,Chesapeake City,2,2
51570,Virginia,Colonial Heights City,2,2
51580,Virginia,Covington City,3,3
51590,Virginia,Danville City,2,2
51595,Virginia,Emporia City,2,2
51600,Virginia,Fairfax City,4,4
51610,Virginia,Falls Church City,4,4
51620,Virginia,Franklin City,3,3
51630,Virginia,Fredericksburg City,2,2
51640,Virginia,Galax City,3,3
51650,Virginia,Hampton City,3,3
51660,Virginia,Harrisonburg City,3,3
51670,Virginia,Hopewell City,3,3
51678,Virginia,Lexington City,3,3
51680,Virginia,Lynchburg City,0,0
51683,Virginia,Manassas City,3,3
51685,Virginia,Manassas Park City,3,3
51690,Virginia,Martinsville City,3,3
51700,Virginia,Newport News City,2,2
51710,Virginia,Norfolk City,3,3
51720,Virginia,Norton City,1,1
51730,Virginia,Petersburg City,2,2
51735,Virginia,Poquoson City,3,3
51740,Virginia,Portsmouth City,2,2
51750,Virginia,Radford City,3,3
51760,Virginia,Richmond City,2,2
51770,Virginia,Roanoke City,2,2
51775,Virginia,Salem City,2,2
51790,Virginia,Staunton City,2,2
51800,Virginia,Suffolk City,2,2
51810,Virginia,Virginia Beach City,2,2
51820,Virginia,Waynesboro City,3,3
51830,Virginia,Williamsburg City,3,3
51840,Virginia,Winchester City,4,4
53001,Washington,Adams County,1,1
53003,Washington,Asotin County,1,1
53005,Washington,Benton County,1,0
53007,Washington,Chelan County,0,0
53009,Washington,Clallam County,0,0
53011,Washington,Clark County,0,0
53013,Washington,Columbia County,1,1
53015,Washington,Cowlitz County,0,0
53017,Washington,Douglas County,1,1
53019,Washington,Ferry County,1,1
53021,Washington,Franklin County,1,1
53023,Washington,Garfield County,1,1
53025,Washington,Grant County,1,1
53027,Washington,Grays Harbor County,0,0
53029,Washington,Island County,0,0
53031,Washington,Jefferson County,0,0
53033,Washington,King County,0,0
53035,Washington,Kitsap County,0,0
53037,Washington,Kittitas County,0,0
53039,Washington,Klickitat County,0,0
53041,Washington,Lewis County,0,0
53043,Washington,Lincoln County,1,1
53045,Washington,Mason County,0,0
53047,Washington,Okanogan County,1,1
53049,Washington,Pacific County,0,0
53051,Washington,Pend Oreille County,1,1
53053,Washington,Pierce County,0,0
53055,Washington,San Juan County,0,0
53057,Washington,Skagit County,0,0
53059,Washington,Skamania County,0,0
53061,Washington,Snohomish County,0,0
53063,Washington,Spokane County,1,1
53065,Washington,Stevens County,1,1
53067,Washington,Thurston County,0,0
53069,Washington,Wahkiakum County,0,0
53071,Washington,Walla Walla County,1,1
53073,Washington,Whatcom County,0,0
53075,Washington,Whitman County,1,1
53077,Washington,Yakima County,0,0
54001,West Virginia,Barbour County,4,4
54003,West Virginia,Berkeley County,4,3
54005,West Virginia,Boone County,3,2
54007,West Virginia,Braxton County,4,4
54009,West Virginia,Brooke County,4,4
54011,West Virginia,Cabell County,4,4
54013,West Virginia,Calhoun County,4,4
54015,West Virginia,Clay County,2,2
54017,West Virginia,Doddridge County,4,4
54019,West Virginia,Fayette County,2,2
54021,West Virginia,Gilmer County,4,4
54023,West Virginia,Grant County,4,4
54025,West Virginia,Greenbrier County,2,2
54027,West Virginia,Hampshire County,4,4
54029,West Virginia,Hancock County,4,4
54031,West Virginia,Hardy County,4,4
54033,West Virginia,Harrison County,4,4
54035,West Virginia,Jackson County,4,4
54037,West Virginia,Jefferson County,3,3
54039,West Virginia,Kanawha County,4,2
54041,West Virginia,Lewis County,4,4
54043,West Virginia,Lincoln County,3,3
54045,West Virginia,Logan County,2,2
54047,West Virginia,McDowell County,2,2
54049,West Virginia,Marion County,4,4
54051,West Virginia,Marshall County,4,4
54053,West Virginia,Mason County,4,4
54055,West Virginia,Mercer County,3,2
54057,West Virginia,Mineral County,4,4
54059,West Virginia,Mingo County,2,1
54061,West Virginia,Monongalia County,4,4
54063,West Virginia,Monroe County,3,3
54065,West Virginia,Morgan County,4,4
54067,West Virginia,Nicholas County,3,2
54069,West Virginia,Ohio County,4,4
54071,West Virginia,Pendleton County,3,3
54073,West Virginia,Pleasants County,4,4
54075,West Virginia,Pocahontas County,3,2
54077,West Virginia,Preston County,4,4
54079,West Virginia,Putnam County,4,4
54081,West Virginia,Raleigh County,3,2
54083,West Virginia,Randolph County,3,3
54085,West Virginia,Ritchie County,4,4
54087,West Virginia,Roane County,4,4
54089,West Virginia,Summers County,3,3
54091,West Virginia,Taylor County,4,4
54093,West Virginia,Tucker County,3,3
54095,West Virginia,Tyler County,4,4
54097,West Virginia,Upshur County,4,4
54099,West Virginia,Wayne County,2,2
54101,West Virginia,Webster County,3,3
54103,West Virginia,Wetzel County,4,4
54105,West Virginia,Wirt County,4,4
54107,West Virginia,Wood County,4,4
54109,West Virginia,Wyoming County,2,2
55001,Wisconsin,Adams County,4,3
55003,Wisconsin,Ashland County,3,2
55005,Wisconsin,Barron County,3,3
55007,Wisconsin,Bayfield County,3,2
55009,Wisconsin,Brown County,3,3
55011,Wisconsin,Buffalo County,2,2
55013,Wisconsin,Burnett County,3,3
55015,Wisconsin,Calumet County,4,3
55017,Wisconsin,Chippewa County,3,2
55019,Wisconsin,Clark County,4,3
55021,Wisconsin,Columbia County,4,4
55023,Wisconsin,Crawford County,3,2
55025,Wisconsin,Dane County,4,2
55027,Wisconsin,Dodge County,4,2
55029,Wisconsin,Door County,3,3
55031,Wisconsin,Douglas County,3,2
55033,Wisconsin,Dunn County,2,2
55035,Wisconsin,Eau Claire County,3,2
55037,Wisconsin,Florence County,2,2
55039,Wisconsin,Fond du Lac County,4,4
55041,Wisconsin,Forest County,3,2
55043,Wisconsin,Grant County,4,2
55045,Wisconsin,Green County,3,2
55047,Wisconsin,Green Lake County,4,4
55049,Wisconsin,Iowa County,4,4
55051,Wisconsin,Iron County,3,2
55053,Wisconsin,Jackson County,4,4
55055,Wisconsin,Jefferson County,2,2
55057,Wisconsin,Juneau County,4,3
55059,Wisconsin,Kenosha County,2,2
55061,Wisconsin,Kewaunee County,3,3
55063,Wisconsin,La Crosse County,3,3
55065,Wisconsin,Lafayette County,3,3
